EC           	PROG        	TP    	FP    	FN    	SENS        	PREC        	F1SCORE     	N     	ZSCORE         
6.3.3        	KOALA        	5      	1      	0      	1.0          	0.83333333   	0.90909091   	6      	-0.85398373     
6.3.3        	KAAS         	4      	1      	0      	1.0          	0.8          	0.88888889   	6      	-1.26389592     
6.3.3        	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.99062113      
6.3.3        	Blast2Go     	5      	1      	0      	1.0          	0.83333333   	0.90909091   	6      	-0.85398373     
3.1.31       	E2P2         	5      	3      	0      	1.0          	0.625        	0.76923077   	1      	0.0             
3.1.30       	E2P2         	5      	0      	0      	1.0          	1.0          	1.0          	2      	0.0             
3.1.30       	PRIAM        	5      	0      	0      	1.0          	1.0          	1.0          	2      	0.0             
2.10.1       	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10.1       	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10.1       	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10.1       	KOALA        	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
1.1.1        	E2P2         	372    	13     	0      	1.0          	0.96623377   	0.98282695   	6      	-0.24280257     
1.1.1        	PRIAM        	324    	3      	0      	1.0          	0.99082569   	0.99539171   	6      	1.09179769      
1.1.1        	KOALA        	343    	14     	0      	1.0          	0.96078431   	0.98         	6      	-0.54307478     
1.1.1        	KAAS         	258    	5      	0      	1.0          	0.98098859   	0.99040307   	6      	0.56191568      
1.1.1        	INTERPRO     	82     	1      	0      	1.0          	0.98795181   	0.9939394    	6      	0.93753662      
1.1.1        	Blast2Go     	334    	22     	0      	1.0          	0.93820225   	0.96811594   	6      	-1.80537264     
1.1.3        	E2P2         	29     	2      	0      	1.0          	0.93548387   	0.96666667   	6      	0.50819611      
1.1.3        	PRIAM        	22     	0      	0      	1.0          	1.0          	1.0          	6      	0.79929653      
1.1.3        	KOALA        	22     	0      	0      	1.0          	1.0          	1.0          	6      	0.79929653      
1.1.3        	KAAS         	16     	3      	0      	1.0          	0.84210526   	0.91428571   	6      	0.05075249      
1.1.3        	INTERPRO     	1      	1      	0      	1.0          	0.5          	0.66666667   	6      	-2.1117079      
1.1.3        	Blast2Go     	28     	6      	0      	1.0          	0.82352941   	0.90322581   	6      	-0.04583377     
1.1.2        	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.2        	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.2        	KOALA        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.2        	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.2        	Blast2Go     	1      	3      	0      	1.0          	0.25         	0.4          	5      	-2.0            
1.1.5        	E2P2         	1      	2      	0      	1.0          	0.33333333   	0.5          	5      	-2.0            
1.1.5        	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.5        	KOALA        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.5        	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.1.5        	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
5.1.1        	E2P2         	6      	4      	0      	1.0          	0.6          	0.75         	5      	-2.0            
5.1.1        	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
5.1.1        	KOALA        	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
5.1.1        	KAAS         	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
5.1.1        	Blast2Go     	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
2.7.12       	E2P2         	14     	4      	0      	1.0          	0.77777778   	0.875        	5      	-0.8808671      
2.7.12       	PRIAM        	15     	0      	0      	1.0          	1.0          	1.0          	5      	0.79973464      
2.7.12       	KOALA        	15     	0      	0      	1.0          	1.0          	1.0          	5      	0.79973464      
2.7.12       	KAAS         	12     	0      	0      	1.0          	1.0          	1.0          	5      	0.79973464      
2.7.12       	Blast2Go     	12     	5      	0      	1.0          	0.70588235   	0.8275862    	5      	-1.51833681     
2.7.13       	E2P2         	34     	4      	0      	1.0          	0.89473684   	0.94444444   	5      	1.06247767      
2.7.13       	PRIAM        	33     	27     	0      	1.0          	0.55         	0.70967742   	5      	-0.88185675     
2.7.13       	KOALA        	31     	4      	0      	1.0          	0.88571429   	0.93939394   	5      	1.02064956      
2.7.13       	KAAS         	8      	3      	0      	1.0          	0.72727273   	0.84210526   	5      	0.21490721      
2.7.13       	Blast2Go     	40     	44     	0      	1.0          	0.47619048   	0.64516129   	5      	-1.41617768     
2.7.10       	E2P2         	17     	64     	0      	1.0          	0.20987654   	0.34693877   	5      	-1.43410733     
2.7.10       	PRIAM        	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.06345518      
2.7.10       	KOALA        	4      	9      	0      	1.0          	0.30769231   	0.47058824   	5      	-0.96122322     
2.7.10       	KAAS         	4      	1      	0      	1.0          	0.8          	0.88888889   	5      	0.63852268      
2.7.10       	Blast2Go     	14     	3      	0      	1.0          	0.82352941   	0.90322581   	5      	0.69335269      
2.7.11       	E2P2         	885    	87     	0      	1.0          	0.91049383   	0.95315024   	6      	-1.52125699     
2.7.11       	PRIAM        	855    	67     	0      	1.0          	0.92733189   	0.96229601   	6      	-0.95996786     
2.7.11       	KOALA        	327    	9      	0      	1.0          	0.97321429   	0.98642534   	6      	0.52088401      
2.7.11       	KAAS         	270    	5      	0      	1.0          	0.98181818   	0.99082569   	6      	0.79093985      
2.7.11       	INTERPRO     	20     	0      	0      	1.0          	1.0          	1.0          	6      	1.35398052      
2.7.11       	Blast2Go     	175    	9      	0      	1.0          	0.95108696   	0.97493036   	6      	-0.18457953     
6.4.1        	E2P2         	84     	7      	0      	1.0          	0.92307692   	0.96         	6      	-1.46767697     
6.4.1        	PRIAM        	83     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4.1        	KOALA        	83     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4.1        	KAAS         	67     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4.1        	INTERPRO     	29     	1      	0      	1.0          	0.96666667   	0.98305085   	6      	-0.09768883     
6.4.1        	Blast2Go     	83     	6      	0      	1.0          	0.93258427   	0.96511628   	6      	-1.16359955     
2.1.2        	E2P2         	25     	1      	0      	1.0          	0.96153846   	0.98039216   	6      	-0.00433801     
2.1.2        	PRIAM        	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.71654204      
2.1.2        	KOALA        	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.71654204      
2.1.2        	KAAS         	24     	1      	0      	1.0          	0.96         	0.97959184   	6      	-0.03376169     
2.1.2        	INTERPRO     	6      	1      	0      	1.0          	0.85714286   	0.92307692   	6      	-2.11152642     
2.1.2        	Blast2Go     	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.71654204      
2.1.3        	E2P2         	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.70688792      
2.1.3        	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.70688792      
2.1.3        	KOALA        	7      	76     	0      	1.0          	0.08433735   	0.15555556   	6      	-1.45686625     
2.1.3        	KAAS         	7      	60     	0      	1.0          	0.10447761   	0.18918919   	6      	-1.37068544     
2.1.3        	INTERPRO     	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.70688792      
2.1.3        	Blast2Go     	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.70688792      
2.1.1        	E2P2         	336    	19     	0      	1.0          	0.94647887   	0.97250362   	6      	-1.28803852     
2.1.1        	PRIAM        	290    	7      	0      	1.0          	0.97643098   	0.98807496   	6      	0.5174405       
2.1.1        	KOALA        	246    	5      	0      	1.0          	0.98007968   	0.98993964   	6      	0.73364801      
2.1.1        	KAAS         	153    	3      	0      	1.0          	0.98076923   	0.99029126   	6      	0.77441795      
2.1.1        	INTERPRO     	103    	2      	0      	1.0          	0.98095238   	0.99038461   	6      	0.78524177      
2.1.1        	Blast2Go     	263    	16     	0      	1.0          	0.94265233   	0.9704797    	6      	-1.52270972     
3.5.2        	E2P2         	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.58797473      
3.5.2        	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.58797473      
3.5.2        	KOALA        	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.58797473      
3.5.2        	KAAS         	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.58797473      
3.5.2        	INTERPRO     	2      	1      	0      	1.0          	0.66666667   	0.8          	6      	-2.13808993     
3.5.2        	Blast2Go     	8      	1      	0      	1.0          	0.88888889   	0.94117647   	6      	-0.213809       
1.17.4       	E2P2         	5      	1      	0      	1.0          	0.83333333   	0.90909091   	6      	-1.41421356     
1.17.4       	PRIAM        	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.70710678      
1.17.4       	KOALA        	5      	1      	0      	1.0          	0.83333333   	0.90909091   	6      	-1.41421356     
1.17.4       	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.70710678      
1.17.4       	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.70710678      
1.17.4       	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.70710678      
3.6.2        	Blast2Go     	3      	3      	0      	1.0          	0.5          	0.66666667   	2      	0.0             
3.6.2        	E2P2         	1      	1      	0      	1.0          	0.5          	0.66666667   	2      	0.0             
4.1.99       	E2P2         	9      	7      	0      	1.0          	0.5625       	0.72         	6      	-0.53244107     
4.1.99       	PRIAM        	9      	2      	0      	1.0          	0.81818182   	0.9          	6      	1.42675356      
4.1.99       	KOALA        	7      	8      	0      	1.0          	0.46666667   	0.63636364   	6      	-1.44277389     
4.1.99       	KAAS         	7      	6      	0      	1.0          	0.53846154   	0.7          	6      	-0.75012937     
4.1.99       	INTERPRO     	2      	1      	0      	1.0          	0.66666667   	0.8          	6      	0.3383121       
4.1.99       	Blast2Go     	9      	3      	0      	1.0          	0.75         	0.85714286   	6      	0.96027868      
1.8.4        	E2P2         	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.4        	PRIAM        	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.4        	KOALA        	31     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.4        	KAAS         	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.4        	INTERPRO     	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.4        	Blast2Go     	28     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.1       	E2P2         	13     	1      	0      	1.0          	0.92857143   	0.96296296   	6      	0.3873491       
1.17.1       	PRIAM        	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.72494899      
1.17.1       	KOALA        	13     	0      	0      	1.0          	1.0          	1.0          	6      	0.72494899      
1.17.1       	KAAS         	10     	0      	0      	1.0          	1.0          	1.0          	6      	0.72494899      
1.17.1       	INTERPRO     	3      	1      	0      	1.0          	0.75         	0.85714286   	6      	-0.57722189     
1.17.1       	Blast2Go     	13     	11     	0      	1.0          	0.54166667   	0.70270271   	6      	-1.98497417     
1.8.7        	E2P2         	11     	2      	0      	1.0          	0.84615385   	0.91666667   	6      	-1.8901033      
1.8.7        	PRIAM        	11     	0      	0      	1.0          	1.0          	1.0          	6      	0.67068185      
1.8.7        	KOALA        	11     	0      	0      	1.0          	1.0          	1.0          	6      	0.67068185      
1.8.7        	KAAS         	10     	1      	0      	1.0          	0.90909091   	0.95238095   	6      	-0.79262409     
1.8.7        	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.67068185      
1.8.7        	Blast2Go     	11     	0      	0      	1.0          	1.0          	1.0          	6      	0.67068185      
1.7.3        	E2P2         	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.7.3        	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.7.3        	KOALA        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.7.3        	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.7.3        	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.7.3        	Blast2Go     	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.1        	E2P2         	25     	67     	0      	1.0          	0.27173913   	0.42735043   	6      	-1.42131795     
1.8.1        	PRIAM        	26     	2      	0      	1.0          	0.92857143   	0.96296296   	6      	0.67280875      
1.8.1        	KOALA        	26     	2      	0      	1.0          	0.92857143   	0.96296296   	6      	0.67280875      
1.8.1        	KAAS         	24     	2      	0      	1.0          	0.92307692   	0.96         	6      	0.66122424      
1.8.1        	INTERPRO     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.8176154       
1.8.1        	Blast2Go     	27     	71     	0      	1.0          	0.2755102    	0.43199999   	6      	-1.4031392      
1.7.1        	E2P2         	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.7.1        	PRIAM        	22     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.7.1        	KOALA        	24     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.7.1        	KAAS         	2      	1      	0      	1.0          	0.66666667   	0.8          	6      	-2.23606798     
1.7.1        	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.7.1        	Blast2Go     	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.8.3        	E2P2         	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.3        	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.3        	KOALA        	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.3        	KAAS         	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.3        	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.8.3        	Blast2Go     	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	E2P2         	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	PRIAM        	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	KOALA        	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	KAAS         	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.1        	Blast2Go     	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.4.3        	E2P2         	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.3        	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.3        	KOALA        	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.3        	KAAS         	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.3        	INTERPRO     	3      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.3        	Blast2Go     	9      	1      	0      	1.0          	0.9          	0.94736842   	6      	-2.23606798     
1.4.4        	E2P2         	8      	1      	0      	1.0          	0.88888889   	0.94117647   	6      	-2.23606798     
1.4.4        	PRIAM        	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.4        	KOALA        	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.4        	KAAS         	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.4        	INTERPRO     	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.4.4        	Blast2Go     	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.99.1       	E2P2         	24     	5      	0      	1.0          	0.82758621   	0.90566038   	6      	-1.37303808     
5.99.1       	PRIAM        	22     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99.1       	KOALA        	19     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99.1       	KAAS         	18     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99.1       	INTERPRO     	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99.1       	Blast2Go     	23     	5      	0      	1.0          	0.82142857   	0.90196078   	6      	-1.45460486     
1.4.7        	E2P2         	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.4.7        	PRIAM        	5      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.4.7        	KOALA        	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.4.7        	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.4.7        	Blast2Go     	5      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
2.3.1        	E2P2         	447    	30     	0      	1.0          	0.93710692   	0.96753247   	6      	-0.45988075     
2.3.1        	PRIAM        	366    	1      	0      	1.0          	0.9972752    	0.99863574   	6      	0.95999546      
2.3.1        	KOALA        	398    	6      	0      	1.0          	0.98514851   	0.9925187    	6      	0.68075024      
2.3.1        	KAAS         	182    	5      	0      	1.0          	0.97326203   	0.98644986   	6      	0.40370536      
2.3.1        	INTERPRO     	114    	3      	0      	1.0          	0.97435897   	0.98701298   	6      	0.42941201      
2.3.1        	Blast2Go     	400    	57     	0      	1.0          	0.87527352   	0.93348891   	6      	-2.01398233     
2.3.2        	E2P2         	12     	3      	0      	1.0          	0.8          	0.88888889   	6      	-1.91966055     
2.3.2        	PRIAM        	12     	0      	0      	1.0          	1.0          	1.0          	6      	1.06779         
2.3.2        	KOALA        	215    	21     	0      	1.0          	0.91101695   	0.95343681   	6      	-0.18415706     
2.3.2        	KAAS         	189    	16     	0      	1.0          	0.92195122   	0.95939086   	6      	-0.02407019     
2.3.2        	INTERPRO     	5      	0      	0      	1.0          	1.0          	1.0          	6      	1.06779         
2.3.2        	Blast2Go     	12     	1      	0      	1.0          	0.92307692   	0.96         	6      	-0.00769221     
2.3.3        	E2P2         	39     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.3.3        	PRIAM        	38     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.3.3        	KOALA        	38     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.3.3        	KAAS         	31     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.3.3        	INTERPRO     	21     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.3.3        	Blast2Go     	35     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.1.99       	E2P2         	4      	3      	0      	1.0          	0.57142857   	0.72727273   	5      	-0.93813812     
1.1.99       	PRIAM        	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.04074698      
1.1.99       	KOALA        	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.04074698      
1.1.99       	KAAS         	3      	3      	0      	1.0          	0.5          	0.66666667   	5      	-1.37789037     
1.1.99       	Blast2Go     	4      	1      	0      	1.0          	0.8          	0.88888889   	5      	0.23453453      
1.2.4        	E2P2         	21     	1      	0      	1.0          	0.95454545   	0.97674418   	6      	-0.63184325     
1.2.4        	PRIAM        	20     	1      	0      	1.0          	0.95238095   	0.97560975   	6      	-0.73160796     
1.2.4        	KOALA        	20     	1      	0      	1.0          	0.95238095   	0.97560975   	6      	-0.73160796     
1.2.4        	KAAS         	20     	1      	0      	1.0          	0.95238095   	0.97560975   	6      	-0.73160796     
1.2.4        	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	1.41333356      
1.2.4        	Blast2Go     	20     	0      	0      	1.0          	1.0          	1.0          	6      	1.41333356      
1.2.3        	E2P2         	13     	1      	0      	1.0          	0.92857143   	0.96296296   	5      	0.33907614      
1.2.3        	PRIAM        	14     	0      	0      	1.0          	1.0          	1.0          	5      	0.6624499       
1.2.3        	KOALA        	12     	1      	0      	1.0          	0.92307692   	0.96         	5      	0.31320627      
1.2.3        	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	5      	0.6624499       
1.2.3        	Blast2Go     	15     	13     	0      	1.0          	0.53571429   	0.69767442   	5      	-1.9771822      
3.5.99       	E2P2         	3      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
3.5.99       	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
3.5.99       	KOALA        	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
3.5.99       	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
3.5.99       	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.2.1        	E2P2         	105    	6      	0      	1.0          	0.94594595   	0.97222222   	6      	-1.3225544      
1.2.1        	PRIAM        	85     	1      	0      	1.0          	0.98837209   	0.99415205   	6      	0.63627888      
1.2.1        	KOALA        	102    	1      	0      	1.0          	0.99029126   	0.99512195   	6      	0.72291304      
1.2.1        	KAAS         	92     	2      	0      	1.0          	0.9787234    	0.98924731   	6      	0.19817389      
1.2.1        	INTERPRO     	39     	0      	0      	1.0          	1.0          	1.0          	6      	1.158634        
1.2.1        	Blast2Go     	102    	6      	0      	1.0          	0.94444444   	0.97142857   	6      	-1.39344542     
3.4.21       	E2P2         	149    	28     	0      	1.0          	0.84180791   	0.91411043   	5      	-1.96944739     
3.4.21       	PRIAM        	100    	4      	0      	1.0          	0.96153846   	0.98039216   	5      	0.51586152      
3.4.21       	KOALA        	103    	3      	0      	1.0          	0.97169811   	0.98564593   	5      	0.71285761      
3.4.21       	KAAS         	51     	3      	0      	1.0          	0.94444444   	0.97142857   	5      	0.17976151      
3.4.21       	INTERPRO     	80     	3      	0      	1.0          	0.96385542   	0.98159509   	5      	0.56096675      
3.4.23       	E2P2         	37     	3      	0      	1.0          	0.925        	0.96103896   	5      	-0.32245341     
3.4.23       	PRIAM        	4      	0      	0      	1.0          	1.0          	1.0          	5      	1.67934399      
3.4.23       	KOALA        	24     	2      	0      	1.0          	0.92307692   	0.96         	5      	-0.37583462     
3.4.23       	KAAS         	16     	2      	0      	1.0          	0.88888889   	0.94117647   	5      	-1.34297753     
3.4.23       	INTERPRO     	19     	1      	0      	1.0          	0.95         	0.97435897   	5      	0.36192158      
3.4.22       	PRIAM        	39     	0      	0      	1.0          	1.0          	1.0          	4      	1.33652046      
3.4.22       	KAAS         	57     	2      	0      	1.0          	0.96610169   	0.98275862   	4      	-1.10578563     
3.4.22       	E2P2         	93     	1      	0      	1.0          	0.9893617    	0.99465241   	4      	0.5790143       
3.4.22       	KOALA        	65     	2      	0      	1.0          	0.97014925   	0.98484848   	4      	-0.80974913     
5.3.3        	E2P2         	8      	1      	0      	1.0          	0.88888889   	0.94117647   	6      	-2.23606798     
5.3.3        	PRIAM        	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.3        	KOALA        	10     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.3        	KAAS         	10     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.3        	INTERPRO     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.3        	Blast2Go     	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.4.24       	E2P2         	19     	2      	0      	1.0          	0.9047619    	0.95         	5      	-0.4045774      
3.4.24       	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	5      	0.73329652      
3.4.24       	KOALA        	41     	0      	0      	1.0          	1.0          	1.0          	5      	0.73329652      
3.4.24       	KAAS         	37     	0      	0      	1.0          	1.0          	1.0          	5      	0.73329652      
3.4.24       	INTERPRO     	8      	2      	0      	1.0          	0.8          	0.88888889   	5      	-1.79531216     
5.3.1        	E2P2         	57     	1      	0      	1.0          	0.98275862   	0.99130435   	6      	-2.23606798     
5.3.1        	PRIAM        	56     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.1        	KOALA        	56     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.1        	KAAS         	53     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.1        	INTERPRO     	28     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
5.3.1        	Blast2Go     	57     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
2.5.1        	E2P2         	366    	11     	0      	1.0          	0.97082228   	0.98519515   	6      	0.28457928      
2.5.1        	PRIAM        	341    	10     	0      	1.0          	0.97150997   	0.98554913   	6      	0.34939061      
2.5.1        	KOALA        	360    	14     	0      	1.0          	0.96256684   	0.98092643   	6      	-0.49699422     
2.5.1        	KAAS         	297    	9      	0      	1.0          	0.97058824   	0.98507463   	6      	0.2625129       
2.5.1        	INTERPRO     	117    	2      	0      	1.0          	0.98319328   	0.99152543   	6      	1.44361037      
2.5.1        	Blast2Go     	350    	19     	0      	1.0          	0.94850949   	0.97357441   	6      	-1.84309893     
3.1.13       	E2P2         	22     	11     	0      	1.0          	0.66666667   	0.8          	6      	-0.47673129     
3.1.13       	PRIAM        	20     	0      	0      	1.0          	1.0          	1.0          	6      	1.23950138      
3.1.13       	KOALA        	10     	4      	0      	1.0          	0.71428571   	0.83333333   	6      	-0.19069254     
3.1.13       	KAAS         	10     	4      	0      	1.0          	0.71428571   	0.83333333   	6      	-0.19069254     
3.1.13       	INTERPRO     	1      	1      	0      	1.0          	0.5          	0.66666667   	6      	-1.62088638     
3.1.13       	Blast2Go     	16     	0      	0      	1.0          	1.0          	1.0          	6      	1.23950138      
1.3.99       	Blast2Go     	1      	5      	0      	1.0          	0.16666667   	0.28571429   	3      	-1.25103508     
1.3.99       	E2P2         	1      	1      	0      	1.0          	0.5          	0.66666667   	3      	0.05439283      
1.3.99       	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	1.19664224      
2.7.8        	E2P2         	13     	1      	0      	1.0          	0.92857143   	0.96296296   	5      	-0.09420623     
2.7.8        	PRIAM        	14     	1      	0      	1.0          	0.93333333   	0.96551724   	5      	0.02657101      
2.7.8        	KOALA        	13     	1      	0      	1.0          	0.92857143   	0.96296296   	5      	-0.09420623     
2.7.8        	KAAS         	12     	0      	0      	1.0          	1.0          	1.0          	5      	1.65706285      
2.7.8        	Blast2Go     	14     	2      	0      	1.0          	0.875        	0.93333333   	5      	-1.4952214      
5.4.2        	E2P2         	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.9363292       
5.4.2        	PRIAM        	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.9363292       
5.4.2        	KOALA        	29     	2      	0      	1.0          	0.93548387   	0.96666667   	6      	-1.28745259     
5.4.2        	KAAS         	28     	1      	0      	1.0          	0.96551724   	0.98245614   	6      	-0.23408241     
5.4.2        	INTERPRO     	15     	0      	0      	1.0          	1.0          	1.0          	6      	0.9363292       
5.4.2        	Blast2Go     	29     	2      	0      	1.0          	0.93548387   	0.96666667   	6      	-1.28745259     
2.7.4        	E2P2         	63     	118    	0      	1.0          	0.3480663    	0.51639344   	6      	-2.23455546     
2.7.4        	PRIAM        	60     	3      	0      	1.0          	0.95238095   	0.97560975   	6      	0.47069168      
2.7.4        	KOALA        	61     	3      	0      	1.0          	0.953125     	0.976        	6      	0.47299065      
2.7.4        	KAAS         	56     	3      	0      	1.0          	0.94915254   	0.97391304   	6      	0.46069635      
2.7.4        	INTERPRO     	19     	1      	0      	1.0          	0.95         	0.97435897   	6      	0.46332332      
2.7.4        	Blast2Go     	57     	5      	0      	1.0          	0.91935484   	0.95798319   	6      	0.36685347      
2.7.6        	E2P2         	33     	2      	0      	1.0          	0.94285714   	0.97058823   	6      	-2.23606798     
